"host","parasite","ParType"
"Melomys_cervinipes","Capillaria hepatica","Helminth"
"Pseudomys_australis","Capillaria hepatica","Helminth"
"Rattus_fuscipes","Capillaria hepatica","Helminth"
"Trichosurus_vulpecula","Capillaria hepatica","Helminth"
"Uromys_caudimaculatus","Capillaria hepatica","Helminth"
"Miniopterus_natalensis","Capillaria miniopterae","Helminth"
"Rattus_fuscipes","Capillaria praeputialis","Helminth"
"Antechinus_stuartii","Capillaria rickardi","Helminth"
"Antechinus_swainsonii","Capillaria rickardi","Helminth"
"Sminthopsis_leucopus","Capillaria rickardi","Helminth"
"Antechinus_stuartii","Capillaria skrjabini","Helminth"
"Thylogale_stigmatica","Cassunema exiguum","Helminth"
"Thylogale_thetis","Cassunema exiguum","Helminth"
"Hydromys_chrysogaster","Catatropis nicolli","Helminth"
"Isoodon_macrourus","Cercopithifilaria johnstoni","Helminth"
"Ornithorhynchus_anatinus","Cercopithifilaria johnstoni","Helminth"
"Perameles_gunnii","Cercopithifilaria johnstoni","Helminth"
"Perameles_nasuta","Cercopithifilaria johnstoni","Helminth"
"Petauroides_volans","Cercopithifilaria johnstoni","Helminth"
"Rattus_fuscipes","Cercopithifilaria johnstoni","Helminth"
"Rattus_lutreolus","Cercopithifilaria johnstoni","Helminth"
"Rattus_norvegicus","Cercopithifilaria johnstoni","Helminth"
"Sarcophilus_harrisii","Cercopithifilaria johnstoni","Helminth"
"Uromys_caudimaculatus","Cercopithifilaria johnstoni","Helminth"
"Isoodon_macrourus","Cercopithifilaria pearsoni","Helminth"
"Dorcopsis_hageni","Cervonemella reardoni","Helminth"
"Dorcopsis_luctuosa","Cervonemella reardoni","Helminth"
"Dasycercus_cristicauda","Chabaudechina haycocki","Helminth"
"Sminthopsis_macroura","Chabaudechina presidentei","Helminth"
"Sminthopsis_virginiae","Chabaudechina presidentei","Helminth"
"Sminthopsis_youngsoni","Chabaudechina presidentei","Helminth"
"Antechinus_stuartii","Choanotaenia ratticola","Helminth"
"Rattus_fuscipes","Choanotaenia ratticola","Helminth"
"Rattus_lutreolus","Choanotaenia ratticola","Helminth"
"Lagorchestes_conspicillatus","Cloacina aedon","Helminth"
"Onychogalea_unguifera","Cloacina aedon","Helminth"
"Macropus_parma","Cloacina annulata","Helminth"
"Wallabia_bicolor","Cloacina annulata","Helminth"
"Lagorchestes_conspicillatus","Cloacina antigone","Helminth"
"Macropus_agilis","Cloacina antigone","Helminth"
"Macropus_dorsalis","Cloacina antigone","Helminth"
"Wallabia_bicolor","Cloacina antigone","Helminth"
"Macropus_dorsalis","Cloacina antiope","Helminth"
"Macropus_rufus","Cloacina ares","Helminth"
"Wallabia_bicolor","Cloacina ares","Helminth"
"Lagorchestes_conspicillatus","Cloacina artemis","Helminth"
"Macropus_fuliginosus","Cloacina artemis","Helminth"
"Macropus_giganteus","Cloacina artemis","Helminth"
"Aepyprymnus_rufescens","Cloacina australis","Helminth"
"Macropus_agilis","Cloacina australis","Helminth"
"Macropus_giganteus","Cloacina australis","Helminth"
"Macropus_parryi","Cloacina australis","Helminth"
"Petrogale_persephone","Cloacina australis","Helminth"
"Macropus_dorsalis","Cloacina bancroftorum","Helminth"
"Thylogale_thetis","Cloacina bancroftorum","Helminth"
"Macropus_dorsalis","Cloacina burnettiana","Helminth"
"Macropus_parma","Cloacina burnettiana","Helminth"
"Dorcopsis_hageni","Cloacina caballeroi","Helminth"
"Dorcopsis_luctuosa","Cloacina caballeroi","Helminth"
"Dorcopsis_muelleri","Cloacina caballeroi","Helminth"
"Setonix_brachyurus","Cloacina cadmus","Helminth"
"Petrogale_brachyotis","Cloacina caenis","Helminth"
"Petrogale_godmani","Cloacina caenis","Helminth"
"Petrogale_herberti","Cloacina caenis","Helminth"
"Petrogale_lateralis","Cloacina caenis","Helminth"
"Petrogale_xanthopus","Cloacina caenis","Helminth"
"Wallabia_bicolor","Cloacina castor","Helminth"
"Setonix_brachyurus","Cloacina ceres","Helminth"
"Setonix_brachyurus","Cloacina chiron","Helminth"
"Setonix_brachyurus","Cloacina circe","Helminth"
"Macropus_eugenii","Cloacina clarkae","Helminth"
"Petrogale_inornata","Cloacina cloelia","Helminth"
"Thylogale_stigmatica","Cloacina cloelia","Helminth"
"Thylogale_thetis","Cloacina cloelia","Helminth"
"Macropus_robustus","Cloacina clymene","Helminth"
"Lagorchestes_conspicillatus","Cloacina communis","Helminth"
"Macropus_agilis","Cloacina communis","Helminth"
"Macropus_antilopinus","Cloacina communis","Helminth"
"Macropus_fuliginosus","Cloacina communis","Helminth"
"Macropus_giganteus","Cloacina communis","Helminth"
"Macropus_parryi","Cloacina communis","Helminth"
"Onychogalea_unguifera","Cloacina communis","Helminth"
"Petrogale_xanthopus","Cloacina communis","Helminth"
"Wallabia_bicolor","Cloacina communis","Helminth"
"Macropus_agilis","Cloacina cornuta","Helminth"
"Macropus_antilopinus","Cloacina cornuta","Helminth"
"Macropus_robustus","Cloacina cornuta","Helminth"
"Thylogale_billardierii","Cloacina cornuta","Helminth"
"Thylogale_brunii","Cloacina cornuta","Helminth"
"Wallabia_bicolor","Cloacina cornuta","Helminth"
"Dendrolagus_dorianus","Cloacina cretheis","Helminth"
"Dendrolagus_goodfellowi","Cloacina cretheis","Helminth"
"Dendrolagus_inustus","Cloacina cretheis","Helminth"
"Dendrolagus_matschiei","Cloacina cretheis","Helminth"
"Dendrolagus_scottae","Cloacina cretheis","Helminth"
"Thallomys_paedulcus","Cloacina cunctabunda","Helminth"
"Macropus_eugenii","Cloacina curta","Helminth"
"Macropus_fuliginosus","Cloacina curta","Helminth"
"Macropus_irma","Cloacina curta","Helminth"
"Macropus_robustus","Cloacina curta","Helminth"
"Petrogale_lateralis","Cloacina curta","Helminth"
"Petrogale_xanthopus","Cloacina curta","Helminth"
"Petrogale_persephone","Cloacina cybele","Helminth"
"Thylogale_stigmatica","Cloacina cybele","Helminth"
"Thylogale_thetis","Cloacina cybele","Helminth"
"Dorcopsis_muelleri","Cloacina dahli","Helminth"
"Petrogale_persephone","Cloacina dahli","Helminth"
"Thylogale_billardierii","Cloacina dahli","Helminth"
"Thylogale_browni","Cloacina dahli","Helminth"
"Thylogale_stigmatica","Cloacina dahli","Helminth"
"Macropus_fuliginosus","Cloacina daveyi","Helminth"
"Macropus_giganteus","Cloacina daveyi","Helminth"
"Macropus_robustus","Cloacina daveyi","Helminth"
"Petrogale_xanthopus","Cloacina daveyi","Helminth"
"Macropus_agilis","Cloacina digitata","Helminth"
"Macropus_dorsalis","Cloacina digitata","Helminth"
"Petrogale_herberti","Cloacina digitata","Helminth"
"Petrogale_penicillata","Cloacina digitata","Helminth"
"Macropus_antilopinus","Cloacina dindymene","Helminth"
"Macropus_robustus","Cloacina dindymene","Helminth"
"Macropus_antilopinus","Cloacina dirce","Helminth"
"Macropus_robustus","Cloacina dirce","Helminth"
"Macropus_robustus","Cloacina dis","Helminth"
"Macropus_dorsalis","Cloacina dryope","Helminth"
"Macropus_robustus","Cloacina dubia","Helminth"
"Lagorchestes_conspicillatus","Cloacina echidne","Helminth"
"Macropus_antilopinus","Cloacina echidne","Helminth"
"Macropus_robustus","Cloacina echidne","Helminth"
"Petrogale_lateralis","Cloacina echidne","Helminth"
"Wallabia_bicolor","Cloacina echidne","Helminth"
"Wallabia_bicolor","Cloacina edwardsi","Helminth"
"Macropus_antilopinus","Cloacina eileithyia","Helminth"
"Macropus_robustus","Cloacina eileithyia","Helminth"
"Macropus_fuliginosus","Cloacina elegans","Helminth"
"Macropus_giganteus","Cloacina elegans","Helminth"
"Petrogale_lateralis","Cloacina elegans","Helminth"
"Petrogale_brachyotis","Cloacina enyo","Helminth"
"Wallabia_bicolor","Cloacina eos","Helminth"
"Lagorchestes_hirsutus","Cloacina epona","Helminth"
"Macropus_robustus","Cloacina epona","Helminth"
"Dorcopsis_hageni","Cloacina erigone","Helminth"
"Petrogale_lateralis","Cloacina ernabella","Helminth"
"Dendrolagus_dorianus","Cloacina eurynome","Helminth"
"Dendrolagus_scottae","Cloacina eurynome","Helminth"
"Macropus_fuliginosus","Cloacina expansa","Helminth"
"Macropus_giganteus","Cloacina expansa","Helminth"
"Macropus_rufus","Cloacina expansa","Helminth"
"Macropus_dorsalis","Cloacina feronia","Helminth"
"Macropus_giganteus","Cloacina feronia","Helminth"
"Macropus_robustus","Cloacina feronia","Helminth"
"Petrogale_assimilis","Cloacina feronia","Helminth"
"Petrogale_xanthopus","Cloacina feronia","Helminth"
"Macropus_antilopinus","Cloacina frequens","Helminth"
"Macropus_fuliginosus","Cloacina frequens","Helminth"
"Macropus_robustus","Cloacina frequens","Helminth"
"Petrogale_lateralis","Cloacina frequens","Helminth"
"Petrogale_xanthopus","Cloacina frequens","Helminth"
"Macropus_dorsalis","Cloacina gallardi","Helminth"
"Wallabia_bicolor","Cloacina gallardi","Helminth"
"Macropus_dorsalis","Cloacina hebe","Helminth"
"Dendrolagus_dorianus","Cloacina hecale","Helminth"
"Macropus_dorsalis","Cloacina hecuba","Helminth"
"Macropus_fuliginosus","Cloacina hera","Helminth"
"Macropus_giganteus","Cloacina hera","Helminth"
"Lagorchestes_conspicillatus","Cloacina herceus","Helminth"
"Macropus_agilis","Cloacina herceus","Helminth"
"Macropus_fuliginosus","Cloacina herceus","Helminth"
"Macropus_giganteus","Cloacina herceus","Helminth"
"Macropus_parryi","Cloacina herceus","Helminth"
"Macropus_robustus","Cloacina herceus","Helminth"
"Macropus_rufus","Cloacina herceus","Helminth"
"Petrogale_assimilis","Cloacina herceus","Helminth"
"Petrogale_godmani","Cloacina herceus","Helminth"
"Petrogale_inornata","Cloacina herceus","Helminth"
"Wallabia_bicolor","Cloacina herceus","Helminth"
"Macropus_fuliginosus","Cloacina hermes","Helminth"
"Macropus_giganteus","Cloacina hermes","Helminth"
"Macropus_fuliginosus","Cloacina hestia","Helminth"
"Macropus_giganteus","Cloacina hestia","Helminth"
"Lagorchestes_conspicillatus","Cloacina hydriformis","Helminth"
"Macropus_fuliginosus","Cloacina hydriformis","Helminth"
"Macropus_robustus","Cloacina hydriformis","Helminth"
"Macropus_rufus","Cloacina hydriformis","Helminth"
"Petrogale_assimilis","Cloacina hydriformis","Helminth"
"Petrogale_godmani","Cloacina hydriformis","Helminth"
"Petrogale_inornata","Cloacina hydriformis","Helminth"
"Petrogale_lateralis","Cloacina hydriformis","Helminth"
"Petrogale_penicillata","Cloacina hydriformis","Helminth"
"Petrogale_xanthopus","Cloacina hydriformis","Helminth"
"Wallabia_bicolor","Cloacina hydriformis","Helminth"
"Dorcopsis_hageni","Cloacina hyperea","Helminth"
"Macropus_dorsalis","Cloacina hysipyle","Helminth"
"Macropus_rufus","Cloacina inflata","Helminth"
"Petrogale_assimilis","Cloacina io","Helminth"
"Wallabia_bicolor","Cloacina io","Helminth"
"Macropus_parryi","Cloacina ips","Helminth"
"Macropus_antilopinus","Cloacina ixion","Helminth"
"Macropus_parryi","Cloacina ixion","Helminth"
"Macropus_robustus","Cloacina ixion","Helminth"
"Macropus_eugenii","Cloacina kartana","Helminth"
"Setonix_brachyurus","Cloacina laius","Helminth"
"Lagorchestes_conspicillatus","Cloacina leto","Helminth"
"Macropus_agilis","Cloacina leto","Helminth"
"Macropus_giganteus","Cloacina leto","Helminth"
"Macropus_fuliginosus","Cloacina liebigi","Helminth"
"Macropus_rufus","Cloacina liebigi","Helminth"
"Macropus_dorsalis","Cloacina linstowi","Helminth"
"Macropus_rufogriseus","Cloacina linstowi","Helminth"
"Wallabia_bicolor","Cloacina littoralis","Helminth"
"Petrogale_lateralis","Cloacina lityerses","Helminth"
"Macropus_antilopinus","Cloacina longelabiata","Helminth"
"Macropus_fuliginosus","Cloacina longelabiata","Helminth"
"Macropus_robustus","Cloacina longelabiata","Helminth"
"Macropus_rufus","Cloacina longelabiata","Helminth"
"Petrogale_assimilis","Cloacina longelabiata","Helminth"
"Petrogale_brachyotis","Cloacina longelabiata","Helminth"
"Petrogale_inornata","Cloacina longelabiata","Helminth"
"Petrogale_lateralis","Cloacina longelabiata","Helminth"
"Petrogale_xanthopus","Cloacina longelabiata","Helminth"
"Macropus_agilis","Cloacina longispiculata","Helminth"
"Macropus_dorsalis","Cloacina longispiculata","Helminth"
"Macropus_rufus","Cloacina longispiculata","Helminth"
"Lagorchestes_conspicillatus","Cloacina macropodis","Helminth"
"Macropus_agilis","Cloacina macropodis","Helminth"
"Macropus_antilopinus","Cloacina macropodis","Helminth"
"Macropus_eugenii","Cloacina macropodis","Helminth"
"Macropus_fuliginosus","Cloacina macropodis","Helminth"
"Macropus_parryi","Cloacina macropodis","Helminth"
"Macropus_robustus","Cloacina macropodis","Helminth"
"Macropus_rufus","Cloacina macropodis","Helminth"
"Onychogalea_unguifera","Cloacina macropodis","Helminth"
"Petrogale_lateralis","Cloacina macropodis","Helminth"
"Petrogale_xanthopus","Cloacina macropodis","Helminth"
"Thylogale_stigmatica","Cloacina macropodis","Helminth"
"Wallabia_bicolor","Cloacina macropodis","Helminth"
"Macropus_agilis","Cloacina magnipapillata","Helminth"
"Macropus_fuliginosus","Cloacina magnipapillata","Helminth"
"Macropus_giganteus","Cloacina magnipapillata","Helminth"
"Macropus_parryi","Cloacina magnipapillata","Helminth"
"Macropus_robustus","Cloacina magnipapillata","Helminth"
"Macropus_rufus","Cloacina magnipapillata","Helminth"
"Macropus_dorsalis","Cloacina maia","Helminth"
"Wallabia_bicolor","Cloacina mawsonae","Helminth"
"Onychogalea_unguifera","Cloacina metis","Helminth"
"Macropus_agilis","Cloacina minor","Helminth"
"Macropus_parryi","Cloacina minor","Helminth"
"Macropus_robustus","Cloacina minor","Helminth"
"Petrogale_godmani","Cloacina minor","Helminth"
"Wallabia_bicolor","Cloacina minor","Helminth"
"Macropus_rufogriseus","Cloacina mundayi","Helminth"
"Thylogale_billardierii","Cloacina mundayi","Helminth"
"Dorcopsis_hageni","Cloacina nephele","Helminth"
"Lagorchestes_conspicillatus","Cloacina nike","Helminth"
"Macropus_antilopinus","Cloacina nike","Helminth"
"Macropus_parryi","Cloacina nike","Helminth"
"Macropus_robustus","Cloacina nike","Helminth"
"Onychogalea_unguifera","Cloacina nike","Helminth"
"Macropus_parma","Cloacina niobe","Helminth"
"Macropus_fuliginosus","Cloacina obtusa","Helminth"
"Macropus_giganteus","Cloacina obtusa","Helminth"
"Macropus_agilis","Cloacina oweni","Helminth"
"Wallabia_bicolor","Cloacina papillata","Helminth"
"Wallabia_bicolor","Cloacina papillatissima","Helminth"
"Macropus_agilis","Cloacina papuensis","Helminth"
"Macropus_antilopinus","Cloacina parva","Helminth"
"Macropus_fuliginosus","Cloacina parva","Helminth"
"Macropus_robustus","Cloacina parva","Helminth"
"Petrogale_assimilis","Cloacina parva","Helminth"
"Petrogale_brachyotis","Cloacina parva","Helminth"
"Petrogale_godmani","Cloacina parva","Helminth"
"Petrogale_inornata","Cloacina parva","Helminth"
"Petrogale_lateralis","Cloacina parva","Helminth"
"Petrogale_penicillata","Cloacina parva","Helminth"
"Petrogale_persephone","Cloacina parva","Helminth"
"Petrogale_xanthopus","Cloacina parva","Helminth"
"Wallabia_bicolor","Cloacina parva","Helminth"
"Petrogale_brachyotis","Cloacina pearsoni","Helminth"
"Petrogale_godmani","Cloacina pearsoni","Helminth"
"Petrogale_herberti","Cloacina pearsoni","Helminth"
"Petrogale_lateralis","Cloacina pearsoni","Helminth"
"Petrogale_xanthopus","Cloacina pearsoni","Helminth"
"Macropus_giganteus","Cloacina pelops","Helminth"
"Lagorchestes_conspicillatus","Cloacina petrogale","Helminth"
"Macropus_agilis","Cloacina petrogale","Helminth"
"Macropus_eugenii","Cloacina petrogale","Helminth"
"Macropus_parryi","Cloacina petrogale","Helminth"
"Macropus_rufus","Cloacina petrogale","Helminth"
"Petrogale_assimilis","Cloacina petrogale","Helminth"
"Petrogale_brachyotis","Cloacina petrogale","Helminth"
"Petrogale_godmani","Cloacina petrogale","Helminth"
"Petrogale_inornata","Cloacina petrogale","Helminth"
"Petrogale_lateralis","Cloacina petrogale","Helminth"
"Petrogale_penicillata","Cloacina petrogale","Helminth"
"Petrogale_assimilis","Cloacina petronius","Helminth"
"Petrogale_godmani","Cloacina petronius","Helminth"
"Petrogale_herberti","Cloacina petronius","Helminth"
"Petrogale_inornata","Cloacina petronius","Helminth"
"Macropus_eugenii","Cloacina phaeax","Helminth"
"Macropus_agilis","Cloacina phaedra","Helminth"
"Macropus_parryi","Cloacina phaedra","Helminth"
"Macropus_antilopinus","Cloacina phaethon","Helminth"
"Macropus_robustus","Cloacina phaethon","Helminth"
"Petrogale_assimilis","Cloacina phaethon","Helminth"
"Petrogale_brachyotis","Cloacina phaethon","Helminth"
"Wallabia_bicolor","Cloacina pollux","Helminth"
"Dorcopsis_hageni","Cloacina polymena","Helminth"
"Macropus_antilopinus","Cloacina polyxena","Helminth"
"Macropus_robustus","Cloacina polyxena","Helminth"
"Macropus_dorsalis","Cloacina polyxo","Helminth"
"Onychogalea_fraenata","Cloacina polyxo","Helminth"
"Dorcopsis_hageni","Cloacina praxithea","Helminth"
"Dorcopsis_hageni","Cloacina procris","Helminth"
"Macropus_agilis","Cloacina robertsi","Helminth"
"Macropus_antilopinus","Cloacina robertsi","Helminth"
"Onychogalea_unguifera","Cloacina robertsi","Helminth"
"Petrogale_brachyotis","Cloacina robertsi","Helminth"
"Petrogale_godmani","Cloacina robertsi","Helminth"
"Petrogale_herberti","Cloacina robertsi","Helminth"
"Petrogale_xanthopus","Cloacina robertsi","Helminth"
"Dorcopsulus_vanheurni","Cloacina sancus","Helminth"
"Dorcopsulus_vanheurni","Cloacina sappho","Helminth"
"Dorcopsulus_vanheurni","Cloacina sciron","Helminth"
"Macropus_fuliginosus","Cloacina selene","Helminth"
"Macropus_giganteus","Cloacina selene","Helminth"
"Setonix_brachyurus","Cloacina setonicis","Helminth"
"Macropus_dorsalis","Cloacina similis","Helminth"
"Macropus_eugenii","Cloacina similis","Helminth"
"Macropus_rufogriseus","Cloacina similis","Helminth"
"Petrogale_assimilis","Cloacina similis","Helminth"
"Petrogale_godmani","Cloacina similis","Helminth"
"Petrogale_herberti","Cloacina similis","Helminth"
"Petrogale_inornata","Cloacina similis","Helminth"
"Petrogale_lateralis","Cloacina similis","Helminth"
"Petrogale_penicillata","Cloacina similis","Helminth"
"Petrogale_xanthopus","Cloacina similis","Helminth"
"Thylogale_billardierii","Cloacina similis","Helminth"
"Thylogale_stigmatica","Cloacina similis","Helminth"
"Thylogale_thetis","Cloacina similis","Helminth"
"Wallabia_bicolor","Cloacina similis","Helminth"
"Macropus_eugenii","Cloacina smalesae","Helminth"
"Dorcopsulus_vanheurni","Cloacina solon","Helminth"
"Dorcopsulus_vanheurni","Cloacina solymus","Helminth"
"Dorcopsis_hageni","Cloacina sterope","Helminth"
"Dorcopsulus_vanheurni","Cloacina sterope","Helminth"
"Dorcopsis_hageni","Cloacina syphax","Helminth"
"Dorcopsulus_vanheurni","Cloacina syphax","Helminth"
"Setonix_brachyurus","Cloacina telemachus","Helminth"
"Macropus_irma","Cloacina themis","Helminth"
"Dendrolagus_matschiei","Cloacina theope","Helminth"
"Macropus_dorsalis","Cloacina thetidis","Helminth"
"Macropus_parma","Cloacina thetidis","Helminth"
"Macropus_rufogriseus","Cloacina thetidis","Helminth"
"Thylogale_stigmatica","Cloacina thetidis","Helminth"
"Thylogale_thetis","Cloacina thetidis","Helminth"
"Macropus_dorsalis","Cloacina tyche","Helminth"
"Wallabia_bicolor","Cloacina tyche","Helminth"
"Lagorchestes_conspicillatus","Cloacina typhon","Helminth"
"Macropus_agilis","Cloacina typhon","Helminth"
"Macropus_antilopinus","Cloacina typhon","Helminth"
"Macropus_dorsalis","Cloacina typhon","Helminth"
"Macropus_giganteus","Cloacina typhon","Helminth"
"Macropus_parryi","Cloacina typhon","Helminth"
"Macropus_robustus","Cloacina typhon","Helminth"
"Wallabia_bicolor","Cloacina typica","Helminth"
"Macropus_robustus","Cloacina tyro","Helminth"
"Macropus_fuliginosus","Cloacina vestibulata","Helminth"
"Macropus_parryi","Cloacina wallabiae","Helminth"
"Wallabia_bicolor","Cloacina wallabiae","Helminth"
"Homo_sapiens","Clonorchis viverrini","Helminth"
"Dugong_dugon","Cochleotrema indicum","Helminth"
"Antechinomys_laniger","Coelomotrema antechinomes","Helminth"
"Antechinus_flavipes","Coelomotrema antechinomes","Helminth"
"Sminthopsis_macroura","Coelomotrema antechinomes","Helminth"
"Lepus_timidus","Coenurus serialis","Helminth"
"Trichosurus_vulpecula","Cooperia curticei","Helminth"
"Cervus_elaphus","Cooperia mcmasteri","Helminth"
"Dasyurus_maculatus","Copemania obendorfi","Helminth"
"Thylogale_stigmatica","Corollonema thylogale","Helminth"
"Thylogale_thetis","Corollonema thylogale","Helminth"
"Hypsiprymnodon_moschatus","Corollostrongylus hypsiprymnodontis","Helminth"
"Macropus_robustus","Coronostrongylus barkeri","Helminth"
"Macropus_rufus","Coronostrongylus barkeri","Helminth"
"Onychogalea_unguifera","Coronostrongylus barkeri","Helminth"
"Petrogale_brachyotis","Coronostrongylus barkeri","Helminth"
"Petrogale_persephone","Coronostrongylus closei","Helminth"
"Dorcopsis_muelleri","Coronostrongylus coronatus","Helminth"
"Dorcopsulus_vanheurni","Coronostrongylus coronatus","Helminth"
"Macropus_dorsalis","Coronostrongylus coronatus","Helminth"
"Macropus_giganteus","Coronostrongylus coronatus","Helminth"
"Macropus_parma","Coronostrongylus coronatus","Helminth"
"Macropus_parryi","Coronostrongylus coronatus","Helminth"
"Macropus_rufogriseus","Coronostrongylus coronatus","Helminth"
"Macropus_rufus","Coronostrongylus coronatus","Helminth"
"Onychogalea_unguifera","Coronostrongylus coronatus","Helminth"
"Petrogale_assimilis","Coronostrongylus coronatus","Helminth"
"Petrogale_brachyotis","Coronostrongylus coronatus","Helminth"
"Petrogale_godmani","Coronostrongylus coronatus","Helminth"
"Petrogale_inornata","Coronostrongylus coronatus","Helminth"
"Petrogale_persephone","Coronostrongylus coronatus","Helminth"
"Thylogale_stigmatica","Coronostrongylus coronatus","Helminth"
"Thylogale_thetis","Coronostrongylus coronatus","Helminth"
"Macropus_dorsalis","Coronostrongylus johnsoni","Helminth"
"Macropus_parma","Coronostrongylus johnsoni","Helminth"
"Macropus_rufogriseus","Coronostrongylus johnsoni","Helminth"
"Petrogale_brachyotis","Coronostrongylus johnsoni","Helminth"
"Petrogale_godmani","Coronostrongylus johnsoni","Helminth"
"Thylogale_stigmatica","Coronostrongylus johnsoni","Helminth"
"Petrogale_godmani","Coronostrongylus sharmani","Helminth"
"Dorcopsis_hageni","Coronostrongylus spearei","Helminth"
"Dorcopsis_muelleri","Coronostrongylus spearei","Helminth"
"Dorcopsulus_vanheurni","Coronostrongylus spearei","Helminth"
"Petrogale_assimilis","Coronostrongylus spratti","Helminth"
"Petrogale_inornata","Coronostrongylus spratti","Helminth"
"Neophoca_cinerea","Corynosoma australe","Helminth"
"Hydromys_chrysogaster","Corynosoma stanleyi","Helminth"
"Rattus_fuscipes","Coryphogonimus aglaos","Helminth"
"Thylogale_stigmatica","Cosmostrongylus conspectus","Helminth"
"Dasyurus_albopunctatus","Cyathospirura dasyuridis","Helminth"
"Dasyurus_maculatus","Cyathospirura dasyuridis","Helminth"
"Dasyurus_viverrinus","Cyathospirura dasyuridis","Helminth"
"Felis_silvestris","Cyathospirura dasyuridis","Helminth"
"Sarcophilus_harrisii","Cyathospirura dasyuridis","Helminth"
"Dasyurus_maculatus","Cyathospirura seurati","Helminth"
"Macropus_rufogriseus","Cyclostrongylus alatus","Helminth"
"Macropus_parryi","Cyclostrongylus elegans","Helminth"
"Macropus_eugenii","Cyclostrongylus kartana","Helminth"
"Macropus_dorsalis","Cyclostrongylus leptos","Helminth"
"Thylogale_thetis","Cyclostrongylus medioannulatus","Helminth"
"Macropus_parma","Cyclostrongylus parma","Helminth"
"Macropus_rufogriseus","Cyclostrongylus perplexus","Helminth"
"Macropus_eugenii","Cyclostrongylus wallabiae","Helminth"
"Macropus_irma","Cyclostrongylus wallabiae","Helminth"
"Wallabia_bicolor","Cyclostrongylus wallabiae","Helminth"
"Dasyurus_maculatus","Cylicospirura heydoni","Helminth"
"Felis_silvestris","Cylicospirura heydoni","Helminth"
"Isoodon_macrourus","Cylicospirura heydoni","Helminth"
"Dasyurus_maculatus","Dasyurotaenia dasyuri","Helminth"
"Potorous_tridactylus","Dasyurotaenia dasyuri","Helminth"
"Sarcophilus_harrisii","Dasyurotaenia robusta","Helminth"
"Antechinus_swainsonii","Dasyurotrema mascomai","Helminth"
"Phascogale_tapoatafa","Denticulospirura dentata","Helminth"
"Antechinus_stuartii","Dessetstrongylus maudii","Helminth"
"Antechinus_swainsonii","Dessetstrongylus maudii","Helminth"
"Antechinus_stuartii","Dessetstrongylus moorhousei","Helminth"
"Antechinus_swainsonii","Dessetstrongylus moorhousei","Helminth"
"Sminthopsis_leucopus","Dessetstrongylus moorhousei","Helminth"
"Antechinus_stuartii","Dicrocoelium antechini","Helminth"
"Antechinus_swainsonii","Dicrocoelium antechini","Helminth"
"Cervus_nippon","Dictyocaulus viviparus","Helminth"
"Rusa_timorensis","Dictyocaulus viviparus","Helminth"
"Hydromys_chrysogaster","Diphyllobothrium dendriticum","Helminth"
"Macropus_agilis","Dirofilaria roemeri","Helminth"
"Macropus_antilopinus","Dirofilaria roemeri","Helminth"
"Macropus_dorsalis","Dirofilaria roemeri","Helminth"
"Macropus_fuliginosus","Dirofilaria roemeri","Helminth"
"Macropus_giganteus","Dirofilaria roemeri","Helminth"
"Macropus_robustus","Dirofilaria roemeri","Helminth"
"Macropus_rufogriseus","Dirofilaria roemeri","Helminth"
"Onychogalea_fraenata","Dirofilaria roemeri","Helminth"
"Wallabia_bicolor","Dirofilaria roemeri","Helminth"
"Macropus_giganteus","Dirofilaria websteri","Helminth"
"Dendrolagus_dorianus","Dorcopsinema dendrolagi","Helminth"
"Dendrolagus_goodfellowi","Dorcopsinema dendrolagi","Helminth"
"Dendrolagus_inustus","Dorcopsinema dendrolagi","Helminth"
"Dendrolagus_matschiei","Dorcopsinema dendrolagi","Helminth"
"Dendrolagus_scottae","Dorcopsinema dendrolagi","Helminth"
"Dorcopsis_muelleri","Dorcopsinema dorcopsis","Helminth"
"Thallomys_paedulcus","Dorcopsinema mbaiso","Helminth"
"Dorcopsulus_vanheurni","Dorcopsinema simile","Helminth"
"Dorcopsis_hageni","Dorcopsistrongylus labiacarinatus","Helminth"
"Dorcopsis_muelleri","Dorcopsistrongylus labiacarinatus","Helminth"
"Dorcopsulus_vanheurni","Dorcopsistrongylus labiacarinatus","Helminth"
"Oryctolagus_cuniculus","Draschia megastoma","Helminth"
"Antechinus_bellus","Durettechina beveridgei","Helminth"
"Antechinus_flavipes","Durettechina beveridgei","Helminth"
"Lagorchestes_conspicillatus","Durikainema macropi","Helminth"
"Macropus_agilis","Durikainema macropi","Helminth"
"Macropus_fuliginosus","Durikainema macropi","Helminth"
"Macropus_giganteus","Durikainema macropi","Helminth"
"Macropus_parryi","Durikainema macropi","Helminth"
"Macropus_rufogriseus","Durikainema macropi","Helminth"
"Phascolarctos_cinereus","Durikainema phascolarcti","Helminth"
"Tachyglossus_aculeatus","Echidnotaenia tachyglossi","Helminth"
"Dendrolagus_lumholtzi","Echinococcus granulosus","Helminth"
"Macropus_dorsalis","Echinococcus granulosus","Helminth"
"Macropus_eugenii","Echinococcus granulosus","Helminth"
"Macropus_fuliginosus","Echinococcus granulosus","Helminth"
"Macropus_giganteus","Echinococcus granulosus","Helminth"
"Macropus_parryi","Echinococcus granulosus","Helminth"
"Macropus_robustus","Echinococcus granulosus","Helminth"
"Macropus_rufogriseus","Echinococcus granulosus","Helminth"
