Order	Family	Genus	Species	Island_endemicity_Strict_definition	Island_endemicity_Classical_definition	Extinct_or_extant										
RODENTIA	CTENOMYIDAE	Ctenomys	viperinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CTENOMYIDAE	Ctenomys	yolandae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CUNICULIDAE	Cuniculus	paca	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CUNICULIDAE	Cuniculus	taczanowskii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	CANIDAE	Cuon	alpinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ABROCOMIDAE	Cuscomys	ashaninka	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ABROCOMIDAE	Cuscomys	oblativa	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
PROBOSCIDEA	GOMPHOTHERIIDAE	Cuvieronius	hyodon	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
PILOSA	CYCLOPEDIDAE	Cyclopes	didactylus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	HERPESTIDAE	Cynictis	penicillata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	VIVERRIDAE	Cynogale	bennettii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	MOLOSSIDAE	Cynomops	abrasus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	MOLOSSIDAE	Cynomops	greenhalli	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	MOLOSSIDAE	Cynomops	mexicanus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	MOLOSSIDAE	Cynomops	milleri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	MOLOSSIDAE	Cynomops	paranus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	MOLOSSIDAE	Cynomops	planirostris	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Cynomys	gunnisoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Cynomys	leucurus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Cynomys	ludovicianus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Cynomys	mexicanus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Cynomys	parvidens	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Cynopterus	brachyotis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Cynopterus	horsfieldii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Cynopterus	sphinx	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	PHOCIDAE	Cystophora	cristata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	EMBALLONURIDAE	Cyttarops	alecto	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Dacnomys	millardi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Dactylomys	boliviensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Dactylomys	dactylinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Dactylomys	peruanus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	PETAURIDAE	Dactylopsila	trivirgata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	CERVIDAE	Dama	dama	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	CERVIDAE	Dama	mesopotamica	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Damaliscus	hypsodon	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CETARTIODACTYLA	BOVIDAE	Damaliscus	lunatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Damaliscus	niro	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CETARTIODACTYLA	BOVIDAE	Damaliscus	pygargus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Dasycercus	blythi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Dasycercus	cristicauda	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Dasykaluta	rosamondae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Dasymys	foxi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Dasymys	incomtus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Dasymys	montanus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Dasymys	nudipes	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Dasymys	rufulus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DASYPROCTIDAE	Dasyprocta	azarae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DASYPROCTIDAE	Dasyprocta	croconota	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DASYPROCTIDAE	Dasyprocta	fuliginosa	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DASYPROCTIDAE	Dasyprocta	guamara	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DASYPROCTIDAE	Dasyprocta	iacki	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DASYPROCTIDAE	Dasyprocta	kalinowskii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DASYPROCTIDAE	Dasyprocta	leporina	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DASYPROCTIDAE	Dasyprocta	mexicana	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DASYPROCTIDAE	Dasyprocta	prymnolopha	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DASYPROCTIDAE	Dasyprocta	punctata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DASYPROCTIDAE	Dasyprocta	variegata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CINGULATA	DASYPODIDAE	Dasypus	bellus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CINGULATA	DASYPODIDAE	Dasypus	hybridus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CINGULATA	DASYPODIDAE	Dasypus	kappleri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CINGULATA	DASYPODIDAE	Dasypus	novemcinctus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CINGULATA	DASYPODIDAE	Dasypus	pilosus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CINGULATA	DASYPODIDAE	Dasypus	sabanicola	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CINGULATA	DASYPODIDAE	Dasypus	septemcinctus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CINGULATA	DASYPODIDAE	Dasypus	yepesi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Dasyuroides	byrnei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Dasyurus	geoffroii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Dasyurus	hallucatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Dasyurus	maculatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DASYUROMORPHIA	DASYURIDAE	Dasyurus	viverrinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Delanymys	brooksi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Delomys	collinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Delomys	dorsalis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Delomys	sublineatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	MONODONTIDAE	Delphinapterus	leucas	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	DELPHINIDAE	Delphinus	capensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	DELPHINIDAE	Delphinus	delphis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Deltamys	kempi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
SCANDENTIA	TUPAIIDAE	Dendrogale	murina	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
HYRACOIDEA	PROCAVIIDAE	Dendrohyrax	arboreus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
HYRACOIDEA	PROCAVIIDAE	Dendrohyrax	dorsalis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
HYRACOIDEA	PROCAVIIDAE	Dendrohyrax	validus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	bennettianus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	MACROPODIDAE	Dendrolagus	lumholtzi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	insignis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	kahuziensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	kivu	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	lachaisei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	lovati	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	melanotis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	mesomelas	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	messorius	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	mystacalis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	nyikae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	oreas	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	ruppi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendromus	vernayi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Dendroprionomys	rousseloti	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Deomys	ferrugineus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Dephomys	defua	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Dermanura	anderseni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Dermanura	azteca	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Dermanura	cinerea	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Dermanura	glauca	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Dermanura	gnoma	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Dermanura	phaeotis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Dermanura	rosenbergi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Dermanura	tolteca	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Dermanura	watsoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
EULIPOTYPHLA	TALPIDAE	Desmana	moschata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Desmodilliscus	braueri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Desmodillus	auricularis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Desmodus	draculae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CHIROPTERA	PHYLLOSTOMIDAE	Desmodus	rotundus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Desmodus	stocki	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
RODENTIA	MURIDAE	Desmomys	harringtoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Desmomys	yaldeni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PILOSA	MEGALONYCHIDAE	Diabolotherium	nordenskioldi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CHIROPTERA	PHYLLOSTOMIDAE	Diaemus	youngi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PERISSODACTYLA	RHINOCEROTIDAE	Dicerorhinus	sumatrensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PERISSODACTYLA	RHINOCEROTIDAE	Diceros	bicornis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	EMBALLONURIDAE	Diclidurus	albus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	EMBALLONURIDAE	Diclidurus	ingens	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	EMBALLONURIDAE	Diclidurus	isabella	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	EMBALLONURIDAE	Diclidurus	scutatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Dicrostonyx	groenlandicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Dicrostonyx	hudsonius	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Dicrostonyx	nelsoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Dicrostonyx	nunatakensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Dicrostonyx	richardsoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Dicrostonyx	torquatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Didelphis	albiventris	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Didelphis	aurita	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Didelphis	imperfecta	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Didelphis	marsupialis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Didelphis	pernigra	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIDELPHIMORPHIA	DIDELPHIDAE	Didelphis	virginiana	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Dinaromys	bogdanovi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DINOMYIDAE	Dinomys	branickii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Diomys	crumpi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Diphylla	ecaudata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
EULIPOTYPHLA	SORICIDAE	Diplomesodon	pulchellum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Diplomys	caniceps	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Diplomys	labilis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	agilis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	californicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	compactus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	deserti	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	elator	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	gravipes	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	heermanni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	ingens	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	merriami	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	microps	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	nelsoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	nitratoides	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	ordii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	panamintinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	phillipsii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	simulans	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	spectabilis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	stephensi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	HETEROMYIDAE	Dipodomys	venustus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	DIPROTODONTIDAE	Diprotodon	optatum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
RODENTIA	DIPODIDAE	Dipus	sagitta	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Dobsonia	moluccensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CINGULATA	GLYPTODONTIDAE	Doedicurus	clavicaudatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
RODENTIA	CAVIIDAE	Dolichotis	patagonum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CAVIIDAE	Dolichotis	salinicola	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	HERPESTIDAE	Dologale	dybowskii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Dorcatragus	megalotis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Dremomys	gularis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Dremomys	lokriah	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Dremomys	pernyi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Dremomys	pyrrhomerus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Dremomys	rufigenis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
MICROBIOTHERIA	MICROBIOTHERIIDAE	Dromiciops	gliroides	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	GLIRIDAE	Dryomys	laniger	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	GLIRIDAE	Dryomys	niethammeri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	GLIRIDAE	Dryomys	nitedula	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
SIRENIA	DUGONGIDAE	Dugong	dugon	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	CANIDAE	Dusicyon	avus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CHIROPTERA	PTEROPODIDAE	Dyacopterus	spadiceus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Echimys	chrysurus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Echimys	saturnus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Echimys	vieirai	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
EULIPOTYPHLA	ERINACEIDAE	Echinosorex	gymnura	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PERAMELEMORPHIA	PERAMELIDAE	Echymipera	rufescens	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Ectophylla	alba	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Eidolon	helvum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	MUSTELIDAE	Eira	barbara	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	CERVIDAE	Elaphodus	cephalophus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
