Order	Family	Genus	Species	Island_endemicity_Strict_definition	Island_endemicity_Classical_definition	Extinct_or_extant										
CETARTIODACTYLA	CERVIDAE	Elaphurus	davidianus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PERISSODACTYLA	RHINOCEROTIDAE	Elasmotherium	sibiricum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	brachyrhynchus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	edwardii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	fuscipes	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	fuscus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	intufi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	myurus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	pilicaudus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	revoilii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	rozeti	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	rufescens	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
MACROSCELIDEA	MACROSCELIDIDAE	Elephantulus	rupestris	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PROBOSCIDEA	ELEPHANTIDAE	Elephas	antiquus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
PROBOSCIDEA	ELEPHANTIDAE	Elephas	iolensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
PROBOSCIDEA	ELEPHANTIDAE	Elephas	maximus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PROBOSCIDEA	ELEPHANTIDAE	Elephas	namadicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
PROBOSCIDEA	ELEPHANTIDAE	Elephas	naumanii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
RODENTIA	CRICETIDAE	Eligmodontia	moreni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eligmodontia	morgani	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eligmodontia	puerulus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eligmodontia	typus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	GLIRIDAE	Eliomys	melanurus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	GLIRIDAE	Eliomys	munbyanus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	GLIRIDAE	Eliomys	quercinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Ellobius	alaicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Ellobius	fuscocapillus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Ellobius	lutescens	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Ellobius	talpinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Ellobius	tancrei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	EMBALLONURIDAE	Emballonura	monticola	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Enchisthenes	hartii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	MUSTELIDAE	Enhydra	lutris	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Eoglaucomys	fimbriatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eolagurus	luteus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eolagurus	przewalskii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Eonycteris	spelaea	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SPALACIDAE	Eospalax	fontanierii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SPALACIDAE	Eospalax	rothschildi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SPALACIDAE	Eospalax	smithii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eothenomys	cachinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eothenomys	chinensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eothenomys	custos	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eothenomys	melanogaster	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eothenomys	miletus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eothenomys	olitor	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eothenomys	proditor	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eothenomys	wardi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Eozapus	setchuanus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
EULIPOTYPHLA	SORICIDAE	Episoriculus	caudatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
EULIPOTYPHLA	SORICIDAE	Episoriculus	leucops	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
EULIPOTYPHLA	SORICIDAE	Episoriculus	macrurus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Epixerus	ebii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Epomophorus	angolensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Epomophorus	anselli	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Epomophorus	crypturus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Epomophorus	gambianus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Epomophorus	grandis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Epomophorus	labiatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Epomophorus	minimus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Epomophorus	minor	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Epomophorus	wahlbergi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Epomops	buettikoferi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Epomops	dobsonii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Epomops	franqueti	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	andinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	bobrinskoi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	bottae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	brasiliensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	chiriquinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	diminutus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	dimissus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	floweri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	furinalis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	fuscus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	gobiensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	hottentotus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	innoxius	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	isabellinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	nasutus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	nilssonii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	pachyotis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	platyops	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	serotinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eptesicus	tatei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PERISSODACTYLA	EQUIDAE	Equus	africanus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PERISSODACTYLA	EQUIDAE	Equus	ferus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PERISSODACTYLA	EQUIDAE	Equus	francisci	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
PERISSODACTYLA	EQUIDAE	Equus	grevyi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PERISSODACTYLA	EQUIDAE	Equus	hemionus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PERISSODACTYLA	EQUIDAE	Equus	hydruntinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
PERISSODACTYLA	EQUIDAE	Equus	kiang	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PERISSODACTYLA	EQUIDAE	Equus	ovodovi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
PERISSODACTYLA	EQUIDAE	Equus	quagga	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PERISSODACTYLA	EQUIDAE	Equus	zebra	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
AFROSORICIDA	CHRYSOCHLORIDAE	Eremitalpa	granti	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Eremodipus	lichtensteini	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Eremoryzomys	polius	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PILOSA	MEGATHERIIDAE	Eremotherium	laurillardi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
RODENTIA	ERETHIZONTIDAE	Erethizon	dorsatum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	PHOCIDAE	Erignathus	barbatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
EULIPOTYPHLA	ERINACEIDAE	Erinaceus	amurensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
EULIPOTYPHLA	ERINACEIDAE	Erinaceus	concolor	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
EULIPOTYPHLA	ERINACEIDAE	Erinaceus	europaeus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
EULIPOTYPHLA	ERINACEIDAE	Erinaceus	roumanicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Erythrocebus	patas	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	ESCHRICHTIIDAE	Eschrichtius	robustus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BALAENIDAE	Eubalaena	australis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BALAENIDAE	Eubalaena	glacialis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BALAENIDAE	Eubalaena	japonica	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Euceratherium	collinum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
RODENTIA	DIPODIDAE	Euchoreutes	naso	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Euderma	maculatum	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Eudiscopus	denticulus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Eudorcas	albonotata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Eudorcas	rufifrons	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Eudorcas	rufina	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CETARTIODACTYLA	BOVIDAE	Eudorcas	thomsonii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	OTARIIDAE	Eumetopias	jubatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	MOLOSSIDAE	Eumops	auripendulus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	MOLOSSIDAE	Eumops	bonariensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	MOLOSSIDAE	Eumops	dabbenei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
