"host","parasite","ParType","database"
"Bubalus_bubalis","Dictyocaulus filaria","Helminth","helminthR"
"Rattus_tanezumi","Dictyonograptus babeensis","Helminth","helminthR"
"Homo_sapiens","Diorchitrema pseudocirratum","Helminth","helminthR"
"Camelus_bactrianus","Dipetalonema evansi","Helminth","helminthR"
"Equus_caballus","Dipetalonema evansi","Helminth","helminthR"
"Prionailurus_bengalensis","Diphyllobothrium erinacei","Helminth","helminthR"
"Canis_aureus","Diphyllobothrium latum","Helminth","helminthR"
"Felis_chaus","Diphyllobothrium latum","Helminth","helminthR"
"Neofelis_nebulosa","Diphyllobothrium latum","Helminth","helminthR"
"Panthera_tigris","Diphyllobothrium latum","Helminth","helminthR"
"Canis_lupus","Diphyllobothrium mansoni","Helminth","helminthR"
"Felis_catus","Diplopylidium aurangabadensis","Helminth","helminthR"
"Canis_lupus","Diplopylidium shindei","Helminth","helminthR"
"Felis_catus","Diplopylidium udgirensis","Helminth","helminthR"
"Prionailurus_viverrinus","Dipylidium caninum","Helminth","helminthR"
"Hyaena_hyaena","Dipylidium caninum","Helminth","helminthR"
"Paguma_larvata","Dipylidium caninum","Helminth","helminthR"
"Vulpes_bengalensis","Dipylidium caninum","Helminth","helminthR"
"Felis_catus","Dipylidium catus","Helminth","helminthR"
"Felis_catus","Dipylidium nandedensis","Helminth","helminthR"
"Vulpes_bengalensis","Dipylidium otocyonis","Helminth","helminthR"
"Bos_taurus","Dirofilaria digitata","Helminth","helminthR"
"Canis_aureus","Dirofilaria immitis","Helminth","helminthR"
"Cuon_alpinus","Dirofilaria immitis","Helminth","helminthR"
"Catopuma_temminckii","Dirofilaria immitis","Helminth","helminthR"
"Panthera_tigris","Dirofilaria immitis","Helminth","helminthR"
"Panthera_leo","Dirofilaria immitis","Helminth","helminthR"
"Panthera_pardus","Dirofilaria immitis","Helminth","helminthR"
"Vulpes_bengalensis","Dirofilaria immitis","Helminth","helminthR"
"Canis_lupus","Dirofilaria indica","Helminth","helminthR"
"Macaca_sinica","Dirofilaria linstowi","Helminth","helminthR"
"Semnopithecus_schistaceus","Dirofilaria linstowi","Helminth","helminthR"
"Trachypithecus_vetulus","Dirofilaria linstowi","Helminth","helminthR"
"Macaca_assamensis","Dirofilaria macacae","Helminth","helminthR"
"Macaca_fascicularis","Dirofilaria macacae","Helminth","helminthR"
"Macaca_leonina","Dirofilaria macacae","Helminth","helminthR"
"Macaca_arctoides","Dirofilaria macacae","Helminth","helminthR"
"Homo_sapiens","Dirofilaria magnilarvatum","Helminth","helminthR"
"Hylobates_moloch","Dirofilaria magnilarvatum","Helminth","helminthR"
"Macaca_fascicularis","Dirofilaria magnilarvatum","Helminth","helminthR"
"Macaca_mulatta","Dirofilaria magnilarvatum","Helminth","helminthR"
"Trachypithecus_germaini","Dirofilaria magnilarvatum","Helminth","helminthR"
"Presbytis_melalophos","Dirofilaria magnilarvatum","Helminth","helminthR"
"Trachypithecus_obscurus","Dirofilaria magnilarvatum","Helminth","helminthR"
"Prionailurus_bengalensis","Dirofilaria minor","Helminth","helminthR"
"Hylobates_muelleri","Dirofilaria pongoi","Helminth","helminthR"
"Pongo_pygmaeus","Dirofilaria pongoi","Helminth","helminthR"
"Catopuma_temminckii","Dirofilaria repens","Helminth","helminthR"
"Vulpes_bengalensis","Dirofilaria repens","Helminth","helminthR"
"Homo_sapiens","Distomum conus","Helminth","helminthR"
"Homo_sapiens","Distomum rathouisi","Helminth","helminthR"
"Soriculus_nigrescens","Ditestolepis macrostrobila","Helminth","helminthR"
"Bos_taurus","Dracunculus medinensis","Helminth","helminthR"
"Canis_aureus","Dracunculus medinensis","Helminth","helminthR"
"Canis_lupus","Dracunculus medinensis","Helminth","helminthR"
"Equus_caballus","Dracunculus medinensis","Helminth","helminthR"
"Felis_catus","Dracunculus medinensis","Helminth","helminthR"
"Panthera_pardus","Dracunculus medinensis","Helminth","helminthR"
"Bubalus_bubalis","Duttiella cephaloporus","Helminth","helminthR"
"Felis_catus","Echinochasmus japonicus","Helminth","helminthR"
"Sus_scrofa","Echinochasmus perfoliatus","Helminth","helminthR"
"Axis_axis","Echinococcus granulosus","Helminth","helminthR"
"Boselaphus_tragocamelus","Echinococcus granulosus","Helminth","helminthR"
"Rusa_unicolor","Echinococcus granulosus","Helminth","helminthR"
"Elephas_maximus","Echinococcus granulosus","Helminth","helminthR"
"Giraffa_camelopardalis","Echinococcus granulosus","Helminth","helminthR"
"Manis_crassicaudata","Echinococcus granulosus","Helminth","helminthR"
"Oryctolagus_cuniculus","Echinococcus granulosus","Helminth","helminthR"
"Petaurista_petaurista","Echinococcus granulosus","Helminth","helminthR"
"Trachypithecus_johnii","Echinococcus granulosus","Helminth","helminthR"
"Ratufa_indica","Echinococcus granulosus","Helminth","helminthR"
"Rhinoceros_unicornis","Echinococcus granulosus","Helminth","helminthR"
"Rattus_norvegicus","Echinoparyphium flexum","Helminth","helminthR"
"Bandicota_indica","Echinostoma cinetorchis","Helminth","helminthR"
"Rattus_tanezumi","Echinostoma cinetorchis","Helminth","helminthR"
"Cavia_porcellus","Echinostoma ilocanum","Helminth","helminthR"
"Felis_catus","Echinostoma ilocanum","Helminth","helminthR"
"Meriones_unguiculatus","Echinostoma ilocanum","Helminth","helminthR"
"Mus_musculus","Echinostoma ilocanum","Helminth","helminthR"
"Oryctolagus_cuniculus","Echinostoma ilocanum","Helminth","helminthR"
"Rattus_rattus","Echinostoma ilocanum","Helminth","helminthR"
"Mesocricetus_auratus","Echinostoma malayanum","Helminth","helminthR"
"Rattus_exulans","Echinostoma malayanum","Helminth","helminthR"
"Rattus_rattus","Echinostoma malayanum","Helminth","helminthR"
"Hylomys_suillus","Ectosiphonus hylomysi","Helminth","helminthR"
"Bubalus_bubalis","Elaeophora poeli","Helminth","helminthR"
"Rusa_unicolor","Elaeophora poeli","Helminth","helminthR"
"Macaca_mulatta","Enterobius bipapillatus","Helminth","helminthR"
"Macaca_arctoides","Enterobius nycticebi","Helminth","helminthR"
"Nycticebus_pygmaeus","Enterobius nycticebi","Helminth","helminthR"
"Canis_lupus","Episthmium caninum","Helminth","helminthR"
"Homo_sapiens","Episthmium caninum","Helminth","helminthR"
"Rattus_argentiventer","Eucoleus bacillatus","Helminth","helminthR"
"Felis_catus","Euparadistomum buckleyi","Helminth","helminthR"
"Rattus_rattus","Euparyphium lobata","Helminth","helminthR"
"Paradoxurus_hermaphroditus","Euparyphium murinum","Helminth","helminthR"
"Bos_taurus","Eurytrema bhaleraoi","Helminth","helminthR"
"Bos_taurus","Explanatum anisocotyle","Helminth","helminthR"
"Bubalus_bubalis","Explanatum anisocotyle","Helminth","helminthR"
"Capra_hircus","Explanatum anisocotyle","Helminth","helminthR"
"Axis_axis","Explanatum bathycotyle","Helminth","helminthR"
"Bos_javanicus","Explanatum bathycotyle","Helminth","helminthR"
"Capra_hircus","Explanatum bathycotyle","Helminth","helminthR"
"Axis_axis","Explanatum explanatum","Helminth","helminthR"
"Bison_bison","Explanatum explanatum","Helminth","helminthR"
"Bos_javanicus","Explanatum explanatum","Helminth","helminthR"
"Bos_grunniens","Explanatum explanatum","Helminth","helminthR"
"Capra_hircus","Explanatum explanatum","Helminth","helminthR"
"Bos_grunniens","Fasciola gigantica","Helminth","helminthR"
"Cavia_porcellus","Fasciola gigantica","Helminth","helminthR"
"Axis_axis","Fasciola gigantica","Helminth","helminthR"
"Macaca_mulatta","Fasciola gigantica","Helminth","helminthR"
"Oryctolagus_cuniculus","Fasciola gigantica","Helminth","helminthR"
"Bos_grunniens","Fasciola hepatica","Helminth","helminthR"
"Bubalus_bubalis","Fasciola indica","Helminth","helminthR"
"Bos_taurus","Fasciola indica","Helminth","helminthR"
"Capra_hircus","Fasciola indica","Helminth","helminthR"
"Cavia_porcellus","Fasciola indica","Helminth","helminthR"
"Homo_sapiens","Fasciola indica","Helminth","helminthR"
"Elephas_maximus","Fasciola jacksoni","Helminth","helminthR"
"Cavia_porcellus","Fasciolopsis buski","Helminth","helminthR"
"Oryctolagus_cuniculus","Fasciolopsis buski","Helminth","helminthR"
"Prionailurus_bengalensis","Filaroides osleri","Helminth","helminthR"
"Felis_catus","Filaroides osleri","Helminth","helminthR"
"Bos_javanicus","Fischoederius cobboldi","Helminth","helminthR"
"Bos_grunniens","Fischoederius cobboldi","Helminth","helminthR"
"Boselaphus_tragocamelus","Fischoederius cobboldi","Helminth","helminthR"
"Capra_hircus","Fischoederius cobboldi","Helminth","helminthR"
"Ovis_ammon","Fischoederius cobboldi","Helminth","helminthR"
"Axis_axis","Fischoederius elongatus","Helminth","helminthR"
"Bos_frontalis","Fischoederius elongatus","Helminth","helminthR"
"Bos_javanicus","Fischoederius elongatus","Helminth","helminthR"
"Rusa_marianna","Fischoederius elongatus","Helminth","helminthR"
"Rusa_unicolor","Fischoederius elongatus","Helminth","helminthR"
"Muntiacus_muntjak","Fischoederius elongatus","Helminth","helminthR"
"Rusa_unicolor","Fischoederius japonicus","Helminth","helminthR"
"Muntiacus_muntjak","Fischoederius japonicus","Helminth","helminthR"
"Bos_taurus","Fischoederius philippinensis","Helminth","helminthR"
"Bubalus_bubalis","Fischoederius philippinensis","Helminth","helminthR"
"Capra_hircus","Fischoederius philippinensis","Helminth","helminthR"
"Bos_taurus","Fischoederius skrjabini","Helminth","helminthR"
"Bubalus_bubalis","Fischoederius skrjabini","Helminth","helminthR"
"Boselaphus_tragocamelus","Gaigeria pachyscelis","Helminth","helminthR"
"Cavia_porcellus","Gaigeria pachyscelis","Helminth","helminthR"
"Mus_musculus","Gaigeria pachyscelis","Helminth","helminthR"
"Felis_catus","Galactosomum fregate","Helminth","helminthR"
"Acinonyx_jubatus","Galoncus perniciosus","Helminth","helminthR"
"Panthera_leo","Galoncus perniciosus","Helminth","helminthR"
"Panthera_pardus","Galoncus perniciosus","Helminth","helminthR"
"Panthera_pardus","Galoncus rammohanii","Helminth","helminthR"
"Bandicota_bengalensis","Gastrodiscoides hominis","Helminth","helminthR"
"Bandicota_indica","Gastrodiscoides hominis","Helminth","helminthR"
"Bandicota_savilei","Gastrodiscoides hominis","Helminth","helminthR"
"Pongo_pygmaeus","Gastrodiscoides hominis","Helminth","helminthR"
"Rattus_argentiventer","Gastrodiscoides hominis","Helminth","helminthR"
"Rattus_rattus","Gastrodiscoides hominis","Helminth","helminthR"
"Tragulus_napu","Gastrodiscoides hominis","Helminth","helminthR"
"Bos_taurus","Gastrodiscus aegyptiacus","Helminth","helminthR"
"Elephas_maximus","Gastrodiscus secundus","Helminth","helminthR"
"Capra_hircus","Gastrothylax compressus","Helminth","helminthR"
"Ovis_ammon","Gastrothylax compressus","Helminth","helminthR"
"Axis_axis","Gastrothylax crumenifer","Helminth","helminthR"
"Axis_porcinus","Gastrothylax crumenifer","Helminth","helminthR"
"Bison_bison","Gastrothylax crumenifer","Helminth","helminthR"
"Bos_javanicus","Gastrothylax crumenifer","Helminth","helminthR"
"Bos_grunniens","Gastrothylax crumenifer","Helminth","helminthR"
"Boselaphus_tragocamelus","Gastrothylax crumenifer","Helminth","helminthR"
"Rucervus_duvaucelii","Gastrothylax crumenifer","Helminth","helminthR"
"Rusa_marianna","Gastrothylax crumenifer","Helminth","helminthR"
"Rusa_unicolor","Gastrothylax crumenifer","Helminth","helminthR"
"Bos_taurus","Gastrothylax glandiformis","Helminth","helminthR"
"Capra_hircus","Gastrothylax glandiformis","Helminth","helminthR"
"Rucervus_duvaucelii","Gastrothylax glandiformis","Helminth","helminthR"
"Rusa_unicolor","Gastrothylax glandiformis","Helminth","helminthR"
"Ovis_aries","Gastrothylax glandiformis","Helminth","helminthR"
"Bos_taurus","Gastrothylax indicus","Helminth","helminthR"
"Bubalus_bubalis","Gastrothylax indicus","Helminth","helminthR"
"Capra_hircus","Gastrothylax indicus","Helminth","helminthR"
"Ovis_aries","Gastrothylax indicus","Helminth","helminthR"
"Bubalus_bubalis","Gastrothylax zhonghuanensis","Helminth","helminthR"
"Bos_taurus","Gigantocotyle anisocotyle","Helminth","helminthR"
"Bubalus_bubalis","Gigantocotyle anisocotyle","Helminth","helminthR"
"Bos_taurus","Gigantocotyle bathycotyle","Helminth","helminthR"
"Bos_taurus","Gigantocotyle explanatum","Helminth","helminthR"
"Bos_grunniens","Gigantocotyle explanatum","Helminth","helminthR"
"Canis_lupus","Gigantocotyle explanatum","Helminth","helminthR"
"Capra_hircus","Gigantocotyle explanatum","Helminth","helminthR"
"Rusa_unicolor","Gigantocotyle explanatum","Helminth","helminthR"
"Oryctolagus_cuniculus","Gigantocotyle explanatum","Helminth","helminthR"
"Ovis_aries","Gigantocotyle explanatum","Helminth","helminthR"
"Bubalus_bubalis","Gigantocotyle formosana","Helminth","helminthR"
"Redunca_arundinum","Gigantocotyle formosana","Helminth","helminthR"
"Hystrix_indica","Gireterakis andersoni","Helminth","helminthR"
"Sus_scrofa","Globocephalus connorfilii","Helminth","helminthR"
"Maxomys_surifer","Gnathostoma malaysiae","Helminth","helminthR"
"Canis_aureus","Gnathostoma spinigerum","Helminth","helminthR"
"Catopuma_temminckii","Gnathostoma spinigerum","Helminth","helminthR"
"Panthera_tigris","Gnathostoma spinigerum","Helminth","helminthR"
"Herpestes_edwardsi","Gnathostoma spinigerum","Helminth","helminthR"
"Rattus_tanezumi","Gongylonema neoplasticum","Helminth","helminthR"
"Oryctolagus_cuniculus","Gongylonema pulchrum","Helminth","helminthR"
"Rattus_norvegicus","Gongylonema pulchrum","Helminth","helminthR"
"Megaderma_lyra","Gopalia krishnai","Helminth","helminthR"
"Homo_sapiens","Gordius reddyi","Helminth","helminthR"
"Homo_sapiens","Gordius skorikowi","Helminth","helminthR"
"Elephas_maximus","Grammocephalus hybridatus","Helminth","helminthR"
"Bos_taurus","Habronema muscae","Helminth","helminthR"
"Capra_hircus","Habronema muscae","Helminth","helminthR"
"Bos_grunniens","Haemonchus contortus","Helminth","helminthR"
"Bos_javanicus","Haemonchus contortus","Helminth","helminthR"
"Rucervus_duvaucelii","Haemonchus contortus","Helminth","helminthR"
"Rusa_unicolor","Haemonchus contortus","Helminth","helminthR"
"Hemitragus_hylocrius","Haemonchus contortus","Helminth","helminthR"
"Muntiacus_muntjak","Haemonchus contortus","Helminth","helminthR"
"Mus_musculus","Haemonchus contortus","Helminth","helminthR"
"Camelus_bactrianus","Haemonchus longistipes","Helminth","helminthR"
"Bos_grunniens","Haemonchus placei","Helminth","helminthR"
"Hemitragus_hylocrius","Haemonchus placei","Helminth","helminthR"
"Macaca_mulatta","Haplorchis pumilio","Helminth","helminthR"
"Rattus_norvegicus","Haplorchis pumilio","Helminth","helminthR"
"Felis_catus","Haplorchis taichui","Helminth","helminthR"
"Macaca_mulatta","Haplorchis taichui","Helminth","helminthR"
"Mus_musculus","Haplorchis taichui","Helminth","helminthR"
"Vulpes_bengalensis","Haplorchis taichui","Helminth","helminthR"
"Vulpes_vulpes","Haplorchis taichui","Helminth","helminthR"
"Homo_sapiens","Haplorchis vanissimus","Helminth","helminthR"
"Cavia_porcellus","Haplorchis yokogawai","Helminth","helminthR"
"Macaca_mulatta","Haplorchis yokogawai","Helminth","helminthR"
"Mesocricetus_auratus","Haplorchis yokogawai","Helminth","helminthR"
"Eropeplus_canus","Hasanuddinia maxomyos","Helminth","helminthR"
"Maxomys_musschenbroekii","Hasanuddinia maxomyos","Helminth","helminthR"
"Rhinoceros_unicornis","Hawkesius hawkesi","Helminth","helminthR"
"Margaretamys_elegans","Heligmonoides musseri","Helminth","helminthR"
"Maxomys_musschenbroekii","Heligmonoides musseri","Helminth","helminthR"
"Apodemus_gurkha","Heligmosomoides neopolygyrus","Helminth","helminthR"
"Leopoldamys_edwardsi","Hepaticola hepatica","Helminth","helminthR"
"Rattus_exulans","Hepatojarakus malayae","Helminth","helminthR"
"Apodemus_gurkha","Heterakis spumosa","Helminth","helminthR"
"Tatera_indica","Heterakis spumosa","Helminth","helminthR"
"Homo_sapiens","Heterophyes brevicaeca","Helminth","helminthR"
"Canis_lupus","Heterophyes expectans","Helminth","helminthR"
"Oryctolagus_cuniculus","Himalaya pauriensis","Helminth","helminthR"
"Bos_frontalis","Homalogaster paloniae","Helminth","helminthR"
"Bos_javanicus","Homalogaster paloniae","Helminth","helminthR"
"Rusa_unicolor","Homalogaster paloniae","Helminth","helminthR"
"Elephas_maximus","Homalogaster paloniae","Helminth","helminthR"
"Muntiacus_muntjak","Homalogaster paloniae","Helminth","helminthR"
"Rusa_timorensis","Homalogaster paloniae","Helminth","helminthR"
"Felis_catus","Hydatigera himalayotaenia","Helminth","helminthR"
"Prionailurus_viverrinus","Hydatigera taeniaeformis","Helminth","helminthR"
"Gerbillus_gleadowi","Hydatigera taeniaeformis","Helminth","helminthR"
"Bandicota_indica","Hydatigera taeniaeformis","Helminth","helminthR"
"Panthera_tigris","Hydatigera taeniaeformis","Helminth","helminthR"
"Prionailurus_bengalensis","Hydatigera taeniaeformis","Helminth","helminthR"
"Tatera_indica","Hydatigera taeniaeformis","Helminth","helminthR"
"Viverra_zibetha","Hydatigera taeniaeformis","Helminth","helminthR"
"Viverricula_indica","Hydatigera taeniaeformis","Helminth","helminthR"
"Suncus_murinus","Hymenolepis bahli","Helminth","helminthR"
"Suncus_murinus","Hymenolepis calva","Helminth","helminthR"
"Bandicota_bengalensis","Hymenolepis diminuta","Helminth","helminthR"
"Bandicota_indica","Hymenolepis diminuta","Helminth","helminthR"
"Gerbillus_gleadowi","Hymenolepis diminuta","Helminth","helminthR"
"Menetes_berdmorei","Hymenolepis diminuta","Helminth","helminthR"
"Meriones_hurrianae","Hymenolepis diminuta","Helminth","helminthR"
"Mus_caroli","Hymenolepis diminuta","Helminth","helminthR"
"Rattus_argentiventer","Hymenolepis diminuta","Helminth","helminthR"
"Rattus_exulans","Hymenolepis diminuta","Helminth","helminthR"
"Rattus_andamanensis","Hymenolepis diminuta","Helminth","helminthR"
"Millardia_meltada","Hymenolepis diminuta","Helminth","helminthR"
"Rattus_mollicomulus","Hymenolepis diminuta","Helminth","helminthR"
"Maxomys_surifer","Hymenolepis diminuta","Helminth","helminthR"
"Suncus_murinus","Hymenolepis diminuta","Helminth","helminthR"
"Tatera_indica","Hymenolepis diminuta","Helminth","helminthR"
"Rattus_rattus","Hymenolepis himalayii","Helminth","helminthR"
"Tatera_indica","Hymenolepis karachiensis","Helminth","helminthR"
"Rattus_norvegicus","Hymenolepis longior","Helminth","helminthR"
"Rattus_rattus","Hymenolepis longior","Helminth","helminthR"
"Suncus_murinus","Hymenolepis mayci","Helminth","helminthR"
"Pteropus_giganteus","Hymenolepis minimedius","Helminth","helminthR"
"Crocidura_lucina","Hymenolepis minutissima","Helminth","helminthR"
"Pteropus_giganteus","Hymenolepis moniezi","Helminth","helminthR"
"Rattus_exulans","Hymenolepis nana","Helminth","helminthR"
"Suncus_murinus","Hymenolepis nana","Helminth","helminthR"
"Tatera_indica","Hymenolepis nana","Helminth","helminthR"
"Funambulus_palmarum","Hymenolepis palmarum","Helminth","helminthR"
"Funambulus_pennantii","Hymenolepis palmarum","Helminth","helminthR"
"Rattus_rattus","Hymenolepis palmarum","Helminth","helminthR"
"Funambulus_pennantii","Hymenolepis pennanti","Helminth","helminthR"
"Crocidura_lucina","Hymenolepis solitaria","Helminth","helminthR"
"Tatera_indica","Hymenolepis tateri","Helminth","helminthR"
"Meriones_libycus","Hymenolepis vogeae","Helminth","helminthR"
"Homo_sapiens","Hypoderaeum conoideum","Helminth","helminthR"
"Camelus_dromedarius","Impalaia nudicollis","Helminth","helminthR"
"Elephas_maximus","Indofilaria elephantis","Helminth","helminthR"
"Elephas_maximus","Indofilaria pattabirmani","Helminth","helminthR"
"Dugong_dugon","Indosolenorchis hirundinaceus","Helminth","helminthR"
"Petaurista_petaurista","Indotaenia indica","Helminth","helminthR"
"Homo_sapiens","Isoparorchis hypselobagri","Helminth","helminthR"
"Sus_scrofa","Isoparorchis hypselobagri","Helminth","helminthR"
"Bos_taurus","Johnsonitrema magnum","Helminth","helminthR"
"Felis_catus","Joyeuxiella chyzeri","Helminth","helminthR"
"Felis_catus","Joyeuxiella domestica","Helminth","helminthR"
"Felis_catus","Joyeuxiella gervaisi","Helminth","helminthR"
"Prionailurus_viverrinus","Joyeuxiella gervaisi","Helminth","helminthR"
"Paradoxurus_hermaphroditus","Joyeuxiella gervaisi","Helminth","helminthR"
"Felis_catus","Joyeuxiella noelleri","Helminth","helminthR"
"Vulpes_bengalensis","Joyeuxiella vulpusi","Helminth","helminthR"
"Taphozous_perforatus","Lecithodendrium jodhpurensis","Helminth","helminthR"
"Taphozous_perforatus","Lecithodendrium taphozoae","Helminth","helminthR"
"Capra_hircus","Leiperocotyle elongatum","Helminth","helminthR"
"Ovis_ammon","Leiperocotyle elongatum","Helminth","helminthR"
"Bos_taurus","Leiperocotyle meghalayensis","Helminth","helminthR"
"Bubalus_bubalis","Leiperocotyle meghalayensis","Helminth","helminthR"
"Capra_hircus","Leiperocotyle orientalis","Helminth","helminthR"
"Hippotragus_niger","Leiperocotyle orientalis","Helminth","helminthR"
"Ovis_ammon","Leiperocotyle orientalis","Helminth","helminthR"
"Lepus_nigricollis","Lepusius nigricollisi","Helminth","helminthR"
"Soriculus_nigrescens","Lineolepis brevis","Helminth","helminthR"
"Soriculus_nigrescens","Lineolepis serrata","Helminth","helminthR"
"Episoriculus_caudatus","Lineolepis soriculi","Helminth","helminthR"
"Hipposideros_fulvus","Litomosa jairajpurii","Helminth","helminthR"
"Tamiops_mcclellandii","Litomosoides carinii","Helminth","helminthR"
"Ratufa_bicolor","Litomosoides carinii","Helminth","helminthR"
"Taphozous_melanopogon","Litomosoides fotedari","Helminth","helminthR"
"Megaderma_lyra","Litomosoides tewarii","Helminth","helminthR"
"Suncus_murinus","Longirostrum humidii","Helminth","helminthR"
"Myotis_mystacinus","Lutziella microacetabularis","Helminth","helminthR"
"Rhinolophus_rouxii","Lutziella microacetabularis","Helminth","helminthR"
"Tupaia_glis","Lyperosomum oswaldoi","Helminth","helminthR"
"Manis_crassicaudata","Mainspinostrongylus crassifiala","Helminth","helminthR"
"Rattus_rattus","Mathevotaenia allahabadensis","Helminth","helminthR"
"Herpestes_javanicus","Mathevotaenia amphisbeteta","Helminth","helminthR"
"Pteropus_giganteus","Mathevotaenia aurangabadensis","Helminth","helminthR"
"Nycticebus_coucang","Mathevotaenia lemuris","Helminth","helminthR"
"Paraechinus_micropus","Mathevotaenia paraechinis","Helminth","helminthR"
"Homo_sapiens","Mathevotaenia symmetrica","Helminth","helminthR"
"Rattus_rattus","Mathevotaenia symmetrica","Helminth","helminthR"
"Myotis_mystacinus","Maxbraunium baeri","Helminth","helminthR"
"Eropeplus_canus","Maxomystrongylus musseri","Helminth","helminthR"
"Margaretamys_elegans","Maxomystrongylus musseri","Helminth","helminthR"
"Maxomys_musschenbroekii","Maxomystrongylus musseri","Helminth","helminthR"
"Maxomys_whiteheadi","Maxomystrongylus yasumai","Helminth","helminthR"
"Niviventer_cremoriventer","Maxomystrongylus yasumai","Helminth","helminthR"
"Rattus_rattus","Maxomystrongylus yasumai","Helminth","helminthR"
"Bos_grunniens","Mecistocirrus digitatus","Helminth","helminthR"
"Bos_javanicus","Mecistocirrus digitatus","Helminth","helminthR"
"Rusa_unicolor","Mecistocirrus digitatus","Helminth","helminthR"
"Muntiacus_muntjak","Mecistocirrus digitatus","Helminth","helminthR"
"Canis_aureus","Mesocestoides carnivoricolus","Helminth","helminthR"
"Panthera_pardus","Mesocestoides lineatus","Helminth","helminthR"
"Panthera_tigris","Mesocestoides lineatus","Helminth","helminthR"
"Vulpes_bengalensis","Mesocestoides lineatus","Helminth","helminthR"
"Felis_catus","Mesocestoides litteratus","Helminth","helminthR"
"Canis_lupus","Mesocestoides tenuis","Helminth","helminthR"
"Capra_hircus","Metastrongylus apri","Helminth","helminthR"
"Ovis_aries","Metastrongylus apri","Helminth","helminthR"
"Rhinolophus_affinis","Microfilaria sundaicus","Helminth","helminthR"
"Equus_caballus","Micronema deletrix","Helminth","helminthR"
"Myotis_blythii","Milina jaisalmerensis","Helminth","helminthR"
"Myotis_nattereri","Milina jaisalmerensis","Helminth","helminthR"
"Rhinopoma_microphyllum","Mirzaloptera babari","Helminth","helminthR"
"Rattus_argentiventer","Molinacuaria indonesiensis","Helminth","helminthR"
"Capra_hircus","Moniezia auragabadensis","Helminth","helminthR"
"Bison_bison","Moniezia benedeni","Helminth","helminthR"
"Axis_axis","Moniezia benedeni","Helminth","helminthR"
"Rusa_unicolor","Moniezia benedeni","Helminth","helminthR"
"Sus_scrofa","Moniezia benedeni","Helminth","helminthR"
"Capra_hircus","Moniezia denticulata","Helminth","helminthR"
"Giraffa_camelopardalis","Moniezia expansa","Helminth","helminthR"
"Hippopotamus_amphibius","Moniezia expansa","Helminth","helminthR"
"Muntiacus_muntjak","Moniezia expansa","Helminth","helminthR"
"Sus_scrofa","Moniezia expansa","Helminth","helminthR"
"Tragulus_javanicus","Moniezia expansa","Helminth","helminthR"
"Capra_hircus","Moniezia jadhavae","Helminth","helminthR"
"Pseudois_nayaur","Moniezia jalnaensis","Helminth","helminthR"
"Pseudois_nayaur","Moniezia shindei","Helminth","helminthR"
"Bandicota_bengalensis","Moniliformis moniliformis","Helminth","helminthR"
"Callosciurus_nigrovittatus","Moniliformis moniliformis","Helminth","helminthR"
"Dremomys_rufigenis","Moniliformis moniliformis","Helminth","helminthR"
"Echinosorex_gymnura","Moniliformis moniliformis","Helminth","helminthR"
"Niviventer_rapit","Moniliformis moniliformis","Helminth","helminthR"
"Petinomys_vordermanni","Moniliformis moniliformis","Helminth","helminthR"
"Rattus_annandalei","Moniliformis moniliformis","Helminth","helminthR"
"Rattus_exulans","Moniliformis moniliformis","Helminth","helminthR"
"Rattus_tanezumi","Moniliformis moniliformis","Helminth","helminthR"
"Suncus_murinus","Moniliformis moniliformis","Helminth","helminthR"
"Tupaia_glis","Moniliformis moniliformis","Helminth","helminthR"
"Tarsius_bancanus","Moniliformis tarsii","Helminth","helminthR"
"Canis_lupus","Monorchotrema calderoni","Helminth","helminthR"
"Canis_lupus","Monorchotrema taichui","Helminth","helminthR"
"Homo_sapiens","Monorchotrema taichui","Helminth","helminthR"
"Canis_lupus","Monorchotrema taihokui","Helminth","helminthR"
"Caprolagus_hispidus","Mosgovoyia pectinata","Helminth","helminthR"
"Lepus_peguensis","Mosgovoyia pectinata","Helminth","helminthR"
"Lepus_nigricollis","Mosgovoyia pectinata","Helminth","helminthR"
"Axis_axis","Muellerius capillaris","Helminth","helminthR"
"Canis_lupus","Multiceps gaigeri","Helminth","helminthR"
"Rusa_unicolor","Multiceps gaigeri","Helminth","helminthR"
"Ovis_aries","Multiceps gaigeri","Helminth","helminthR"
"Sus_scrofa","Multiceps gaigeri","Helminth","helminthR"
"Bubalus_bubalis","Multiceps macracantha","Helminth","helminthR"
"Bubalus_bubalis","Multiceps multiceps","Helminth","helminthR"
"Camelus_bactrianus","Multiceps multiceps","Helminth","helminthR"
"Camelus_dromedarius","Multiceps multiceps","Helminth","helminthR"
"Oryctolagus_cuniculus","Multiceps multiceps","Helminth","helminthR"
"Sus_scrofa","Multiceps multiceps","Helminth","helminthR"
"Bos_taurus","Taenia serialis","Helminth","helminthR"
"Capra_hircus","Taenia serialis","Helminth","helminthR"
"Lepus_nigricollis","Taenia serialis","Helminth","helminthR"
"Sus_scrofa","Taenia serialis","Helminth","helminthR"
"Elephas_maximus","Murshidia falcifera","Helminth","helminthR"
"Elephas_maximus","Murshidia talcitera","Helminth","helminthR"
"Elephas_maximus","Murshidia veulemairei","Helminth","helminthR"
"Cynopterus_sphinx","Myotolepis chauhani","Helminth","helminthR"
"Taphozous_nudiventris","Myotolepis jaisalmerensis","Helminth","helminthR"
